ProjectGroupID,AltProjectID,ProjectID,ElementName,Division,MetroAreaID,Latitude,Longitude,Address,city,State,state_fips,ZipCode,County,MetroAreaTitle,CountyName,county_fips,cbsa_code,cbsa_name,msa_name,ProductID,ProductDescription,Active,MinSquareFootage,MaxSquareFootage,MinBaseSalesPrice,MaxBaseSalesPrice,ProductTypeID,NumberBedrooms,NumberFullBaths,NumberHalfBaths,NumberGarageSpaces
CAR,CAR3,Carolina Acres SFD,Carolina Acres SFD (CAR3),Columbia,1010,33.870033,-81.210458,105 Belfast Way,Lexington,SC,45,29073,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001425,Everest,Y,1546,1833,233900.00,240900.00,4,2,2,0,2
CAR,CAR3,Carolina Acres SFD,Carolina Acres SFD (CAR3),Columbia,1010,33.870033,-81.210458,105 Belfast Way,Lexington,SC,45,29073,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001435,Shiloh,Y,3596,3596,292900.00,301900.00,4,4,3,0,2
HCX,GHC3,The Retreat at Hitchcock Crossing SFD,The Retreat at Hitchcock Crossing SFD (GHC3),Aiken/Augusta,1013,33.54691,-81.783014,6058 Hightop Lane,Aiken,SC,45,29801,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001457,Mayhew,Y,2090,2778,292900.00,299900.00,4,2,2,0,2
SCK,SCK3,Sage Creek SFD,Sage Creek SFD (SCK3),Aiken/Augusta,1013,33.593076,-81.824541,1182 Sapphire Drive,Graniteville,SC,45,29829,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001428,Fairview,Y,2170,2170,241900.00,257900.00,4,4,2,1,2
AOS,AOS3,Ashley Oaks SFD,Ashley Oaks SFD (AOS3),Columbia,1010,34.178023,-81.005597,Winding Oak Way,Blythewood,SC,45,29016,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001472,Keighley,Y,3254,5100,412900.00,420900.00,4,5,4,0,2
47,47,Oldfield Plantation,Oldfield Plantation (47),Charleston,1008,32.342205,-80.916079,201 Great Heron Court,Bluffton,SC,45,29909,33,Charleston,Beaufort,13,25940,Hilton Head Island-Bluffton SC,NULL,001665,Tidalview Slab,Y,3080,3245,730900.00,730900.00,4,4,3,1,2
BLW,BLW3,Barr Lake Willows SFD,Barr Lake Willows SFD (BLW3),Columbia,1010,33.961442,-81.261359,115 Mossback Trail,Lexington,SC,45,29072,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001403,Browning,Y,3533,3862,373900.00,377900.00,4,5,3,1,2
MSP,MSP3,The Meadows at Summer Pines SFD,The Meadows at Summer Pines SFD (MSP3),Columbia,1010,34.156478,-80.967833,1013 Heart Pine Drive,Blythewood,SC,45,29016,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001437,Quinby,Y,1834,1846,228900.00,237900.00,4,3,2,0,2
MRT,MR,Marlboro Riding,Marlboro Riding (MR),Maryland,1001,38.8208,-76.7835,4801 Dunsmore Terrace,Upper Marlboro,MD,24,20772,15,Maryland,Prince George’s,33,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,A56,Pearson,Y,3184,5381,651990.00,651990.00,4,3,2,1,2
PLD,PLD3,Parkers Landing SFD,Parkers Landing SFD (PLD3),Greenville/Spartanburg,1012,34.802831,-82.175333,Lakeway Place,Simpsonville,SC,45,29681,41,Greenville/Spartanburg,Greenville,45,24860,Greenville-Anderson SC,Greenville-Spartanburg-Anderson SC MSA,001473,Dillon,Y,3484,3838,452900.00,460900.00,4,5,4,0,3
CU,CU,Capital Court,Capital Court (CU),Maryland,1001,38.8917,-76.8407,9605 Capital Lane,Largo,MD,24,20774,15,Maryland,Prince George’s,33,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,D25,Hugo CRWL,Y,1643,2086,362990.00,406990.00,2,2,2,1,1
NWK,NWK3,Northside at Woodcreek SFD,Northside at Woodcreek SFD (NWK3),Columbia,1010,34.127698,-80.833394,104 Milkweed Road,Elgin,SC,45,29045,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001464,Hillcrest,Y,3415,3723,326900.00,353900.00,4,4,3,0,3
PLD,PLD3,Parkers Landing SFD,Parkers Landing SFD (PLD3),Greenville/Spartanburg,1012,34.802831,-82.175333,Lakeway Place,Simpsonville,SC,45,29681,41,Greenville/Spartanburg,Greenville,45,24860,Greenville-Anderson SC,Greenville-Spartanburg-Anderson SC MSA,001471,Winchester,Y,2893,3569,432900.00,448900.00,4,4,3,0,2
PM1,PM1,Potomac Shores TH,Potomac Shores TH (PM1),Northern Virginia,1000,38.564368,-77.269246,1831 River Heritage Blvd,Dumfries,VA,51,22026,9,Northern Virginia,Prince William,153,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001295,Keaton BSMT,Y,2345,2779,462990.00,481940.00,2,3,2,1,2
15,15,Southern Region Customs,Southern Region Customs (15),Charlottesville,1003,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,670,Mckenney,Y,2626,5475,444900.00,444900.00,NULL,NULL,NULL,NULL,NULL
PEP,PET,Presidents Pointe TH,Presidents Pointe TH (PET),Northern Virginia,1009,39.319771,-77.844913,14 National Street,Ranson,SC,13,25438,36,West Virginia,Jefferson,163,NULL,NULL,NULL,001168,Charleston,Y,1270,1387,207490.00,215490.00,2,2,2,0,1
PH,PH,Glenmore,Glenmore (PH),Charlottesville,1003,37.9996,-78.3869,3496 Carroll Creek Road,Keswick,VA,51,22947,18,Charlottesville,Albemarle,3,16820,Charlottesville VA,Charlottesville VA MSA,A70,Taylor,Y,4023,7305,789900.00,814900.00,4,4,3,1,2
TCV,TCV3,The Traditions at Covington SFD,The Traditions at Covington SFD (TCV3),Charlotte,1011,35.033053,-80.872506,8347 Sandstone Crest Lane,Indian Land,SC,45,29707,47,Charlotte,Lancaster,57,16740,Charlotte-Concord-Gastonia NC-SC,NULL,001473,Dillon,Y,3484,3838,499000.00,513000.00,4,5,4,0,3
AHE,AHE3,Abney Hills Estates SFD,Abney Hills Estates SFD (AHE3),Columbia,1010,34.187516,-81.014363,536 Maple Valley Loop,Blythewood,SC,45,29016,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001472,Keighley,Y,3254,5100,328900.00,338900.00,4,5,4,0,2
KRD,KRD3,Kelsney Ridge SFD,Kelsney Ridge SFD (KRD3),Columbia,1010,34.144558,-80.802329,Kelsney Ridge Drive,Elgin,SC,45,29045,53,Columbia,Kershaw,55,17900,Columbia SC,NULL,001477,Grayson,Y,3445,5389,324900.00,339900.00,4,5,3,0,2
BUM,BUM1,Waverly Ph 1 TH,Waverly Ph 1 TH (BUM1),Atlanta,1007,34.1000,-84.5820,6347 Bells Ferry Road,Acworth,GA,13,30102,28,Atlanta,Cherokee,57,12060,Atlanta-Sandy Springs-Alpharetta GA,Atlanta GA MSA,945,Quinn,Y,1964,1994,339900.00,348500.00,2,3,2,2,2
TLO,TL,Tall Oaks Flats,Tall Oaks Flats (TL),Northern Virginia,1000,38.959184,-77.332334,1610 Bandit Loop,Reston,VA,51,20190,2,Northern Virginia,Fairfax,59,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001233,Thoreau,Y,1247,0,527990.00,527990.00,1,2,2,0,0
AOS,AOS3,Ashley Oaks SFD,Ashley Oaks SFD (AOS3),Columbia,1010,34.178023,-81.005597,Winding Oak Way,Blythewood,SC,45,29016,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001475,Springfield,Y,3980,4480,435900.00,446900.00,4,5,4,1,2
25,25,Inwood SFD,Inwood SFD (25),Atlanta,1007,34.113730,-84.530147,138 Meadow Mill Road,Woodstock,GA,13,30188,28,Atlanta,Cherokee,57,12060,Atlanta-Sandy Springs-Alpharetta GA,Atlanta GA MSA,001159,Hanson,Y,2771,3838,534900.00,534900.00,4,4,2,1,2
TWD,TWD3,Timberwood SFD,Timberwood SFD (TWD3),Charlotte,1011,34.988974,-81.043826,3248 Homestead Road,Rock Hill,SC,45,29732,50,Charlotte,York,91,16740,Charlotte-Concord-Gastonia NC-SC,Charlotte-Gastonia-Rock Hill NC-SC MSA,001460,Edgefield,Y,2260,2531,351200.00,356000.00,4,3,2,1,2
PH,PH,Glenmore,Glenmore (PH),Charlottesville,1003,37.9996,-78.3869,3496 Carroll Creek Road,Keswick,VA,51,22947,18,Charlottesville,Albemarle,3,16820,Charlottesville VA,Charlottesville VA MSA,460,Travis,Y,2712,6224,749900.00,756900.00,4,4,2,1,2
CBG,CBG3,Crossbridge SFD,Crossbridge SFD (CBG3),Columbia,1010,34.120418,-80.806795,366 Featheredge Road,Elgin,SC,45,29045,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001428,Fairview,Y,2170,2170,245900.00,252900.00,4,4,2,1,2
CBG,CBG3,Crossbridge SFD,Crossbridge SFD (CBG3),Columbia,1010,34.120418,-80.806795,366 Featheredge Road,Elgin,SC,45,29045,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001431,Brantley,Y,2829,2876,267900.00,274900.00,4,3,2,1,2
BX,BX,Bensville Crossing,Bensville Crossing (BX),Maryland,1001,38.6112,-77.0121,3869 Solidarity Circle,Waldorf,MD,24,20603,13,Maryland,Charles,17,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,508,Chatham,Y,2821,5999,537990.00,547990.00,4,4,2,1,2
CAR,CAR3,Carolina Acres SFD,Carolina Acres SFD (CAR3),Columbia,1010,33.870033,-81.210458,105 Belfast Way,Lexington,SC,45,29073,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001431,Brantley,Y,2829,2876,270900.00,280900.00,4,3,2,1,2
WEV,VWF3,West Village SFD,West Village SFD (VWF3),Raleigh,1004,35.713269,-78.887334,1982 Custom Lane,Apex,NC,37,27502,22,Raleigh/Durham,Wake,183,39580,Raleigh-Cary NC,Raleigh-Durham-Chapel Hill NC MSA,001653,Sawyer II SLAB,Y,2461,3479,556490.00,561490.00,4,3,2,1,2
VST,VST3,Vancouver Station at Trolley Run SFD,Vancouver Station at Trolley Run SFD (VST3),Aiken/Augusta,1013,33.582816,-81.77637,507 Burnaby Court,Aiken,SC,45,29801,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001417,Andover,Y,1854,1854,230900.00,235900.00,4,3,2,1,2
WEV,VWF3,West Village SFD,West Village SFD (VWF3),Raleigh,1004,35.713269,-78.887334,1982 Custom Lane,Apex,NC,37,27502,22,Raleigh/Durham,Wake,183,39580,Raleigh-Cary NC,Raleigh-Durham-Chapel Hill NC MSA,001583,Chloe SLAB,Y,2935,3805,592490.00,601490.00,4,4,2,1,2
RHS,RHS3,The Reserve at Holly Springs SFD,The Reserve at Holly Springs SFD (RHS3),Northern Virginia,1000,38.874942,-77.514116,Holly Spring Lane and Bull Run Post Office Road,Centreville,VA,51,20120,3,Northern Virginia,Loudoun,107,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,A85,Landon BSMT,Y,4968,8701,1009990.00,1020990.00,4,4,3,1,2
SCK,SCK3,Sage Creek SFD,Sage Creek SFD (SCK3),Aiken/Augusta,1013,33.593076,-81.824541,1182 Sapphire Drive,Graniteville,SC,45,29829,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001434,Summerville,Y,3442,3442,296900.00,300900.00,4,4,3,0,3
SOD,SOD3,Summer Orchard SFD,Summer Orchard SFD (SOD3),Columbia,1010,33.917912,-81.328175,Summer Orchard Drive,Lexington,SC,45,29072,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001427,Hazelwood SLAB,Y,2025,2025,235900.00,239900.00,NULL,NULL,NULL,NULL,NULL
WCL,WCL3,Lakeside at Woodcreek SFD,Lakeside at Woodcreek SFD (WCL3),Columbia,1010,34.136391,-80.827820,Woodcreek Farms Rd.,Elgin,SC,45,29045,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001480,Katherine,Y,4206,4747,455900.00,465900.00,NULL,NULL,NULL,NULL,NULL
53,53,Park at Bethany,Park at Bethany (53),Atlanta,1007,34.120041,-84.274648,2826 Bethany Bend Road,Milton,GA,13,30004,27,Atlanta,Fulton,121,12060,Atlanta-Sandy Springs-Alpharetta GA,Atlanta GA MSA,001545,Beresford,Y,3001,3001,603005.00,603005.00,NULL,NULL,NULL,NULL,NULL
MRT,MR,Marlboro Riding,Marlboro Riding (MR),Maryland,1001,38.8208,-76.7835,4801 Dunsmore Terrace,Upper Marlboro,MD,24,20772,15,Maryland,Prince George’s,33,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001161,Peyton,Y,3065,4803,646990.00,658990.00,4,4,3,1,2
TT,TT,Two Rivers,Two Rivers (TT),Maryland,1001,39.0246,-76.7273,2894 Broad Wing Drive,Odenton,MD,24,21113,25,Maryland,Anne Arundel,3,12580,Baltimore-Columbia-Towson MD,Washington-Baltimore DC-MD-VA-WV CMSA,A56,Pearson,Y,3184,5381,660490.00,666490.00,4,3,2,1,2
TWD,TWD3,Timberwood SFD,Timberwood SFD (TWD3),Charlotte,1011,34.988974,-81.043826,3248 Homestead Road,Rock Hill,SC,45,29732,50,Charlotte,York,91,16740,Charlotte-Concord-Gastonia NC-SC,Charlotte-Gastonia-Rock Hill NC-SC MSA,001433,Lyman,Y,2426,2579,357900.00,362700.00,4,4,2,1,NULL
TER,TER3,The Terrace at Longview SFD,The Terrace at Longview SFD (TER3),Columbia,1010,33.913455,-81.290165,204 Long Crest Road,Lexington,SC,45,29073,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001403,Browning,Y,3533,3862,342900.00,347900.00,4,5,3,1,2
RYS,RYS3,Rocky Springs SFD,Rocky Springs SFD (RYS3),Columbia,1010,33.995136,-81.340495,309 Prismatic Way,Lexington,SC,45,29072,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001429,Pinewood SLAB,Y,2448,2662,260900.00,271900.00,4,4,2,1,2
WRP,WRP3,Winding River Plantation SFD,Winding River Plantation SFD (WRP3),Wilmington,1014,33.977969,-78.238492,1778 Candle Ridge Lane SE,Bolivia,NC,37,28422,42,Coastal Carolinas,Brunswick,19,34820,Myrtle Beach-Conway-North Myrtle Beach SC-NC,Wilmington NC MSA,001454,Winston,Y,1899,2839,364000.00,364000.00,4,2,2,0,2
MRT,MR,Marlboro Riding,Marlboro Riding (MR),Maryland,1001,38.8208,-76.7835,4801 Dunsmore Terrace,Upper Marlboro,MD,24,20772,15,Maryland,Prince George’s,33,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,391,Lexington BSMT,Y,2863,5573,636990.00,645990.00,4,4,2,1,2
RWH,RWH1,Riverfront at West Hyattsville TH,Riverfront at West Hyattsville TH (RWH1),Maryland,1001,38.957975,-76.969203,5662 Little Branch Run,Hyattsville,MD,24,20782,15,Maryland,Prince George’s,33,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001551,Kelly SLAB,Y,1619,2071,467990.00,467990.00,2,2,2,1,1
EY,EYL3,Embrey Mill 4 SFD,Embrey Mill 4 SFD (EYL3),Northern Virginia,1000,38.4305,-77.4289,510 Sourwood Court,Stafford,VA,51,22554,11,Northern Virginia,Stafford,179,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,785,Middleton,Y,3301,5757,637990.00,643990.00,4,4,2,1,2
SOD,SOD3,Summer Orchard SFD,Summer Orchard SFD (SOD3),Columbia,1010,33.917912,-81.328175,Summer Orchard Drive,Lexington,SC,45,29072,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001429,Pinewood SLAB,Y,2448,2662,244900.00,249900.00,NULL,NULL,NULL,NULL,NULL
RWO,RWO4,White Oaks Farm SFD,White Oaks Farm SFD (RWO4),Northern Virginia,1000,39.106722,-77.581028,729 Valley View Avenue,Leesburg,VA,51,20175,3,Northern Virginia,Loudoun,107,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001377,Finn BSMT,Y,3643,6310,844990.00,862990.00,4,4,3,1,2
SDL,SDL3,Saddlebrook SFD,Saddlebrook SFD (SDL3),Columbia,1010,34.205036,-80.737904,3 Leatherwood Drive,Lugoff,SC,45,29078,53,Columbia,Kershaw,55,17900,Columbia SC,NULL,001431,Brantley,Y,2829,2876,268900.00,278900.00,4,3,2,1,2
PHV,PLT,Poland Hill TH AR,Poland Hill TH AR (PLT),Northern Virginia,1000,38.907639,-77.497972,25588 Poland Road,Chantilly,VA,51,20152,3,Northern Virginia,Loudoun,107,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001293,Eva SLAB,Y,2221,2378,599490.00,608490.00,6,3,2,1,2
VWS,VWS1,West Village Ph 3 TH,West Village Ph 3 TH (VWS1),Raleigh,1004,35.704113,-78.887913,2412 Kelly Road,Apex,NC,37,27502,22,Raleigh/Durham,Wake,183,39580,Raleigh-Cary NC,Raleigh-Durham-Chapel Hill NC MSA,001155,Calvin,Y,2074,2519,423990.00,425990.00,NULL,NULL,NULL,NULL,NULL
CAH,CAH3,Carriage Hill SFD,Carriage Hill SFD (CAH3),Greenville/Spartanburg,1012,34.775746,-82.541708,Carriage Hill Drive,Easley,SC,45,29642,40,Greenville/Spartanburg,Anderson,7,24860,Greenville-Anderson SC,Greenville-Spartanburg-Anderson SC MSA,001475,Springfield,Y,3980,4480,385900.00,398900.00,4,5,4,1,2
RAO,RAO2,ReTreat At One 2o2,ReTreat At One 2o2 (RAO2),Richmond,1006,37.6479,-77.4565,9009 Brook Road,Glen Allen,VA,51,23060,20,Richmond,Henrico,87,40060,Richmond VA,Richmond-Petersburg VA MSA,001544,Julianne SLAB,Y,2345,2451,316990.00,319990.00,1,3,2,1,1
HRD,HRD3,Harvest Ridge SFD,Harvest Ridge SFD (HRD3),Columbia,1010,34.178924,-80.774466,5 Harvest Ridge Drive,Elgin,SC,45,29045,53,Columbia,Kershaw,55,17900,Columbia SC,NULL,001421,Summerton,Y,2386,2386,242900.00,245900.00,4,3,2,1,2
47,47,Oldfield Plantation,Oldfield Plantation (47),Charleston,1008,32.342205,-80.916079,201 Great Heron Court,Bluffton,SC,45,29909,33,Charleston,Beaufort,13,25940,Hilton Head Island-Bluffton SC,NULL,U54,Seabury,Y,2291,2982,655900.00,725900.00,4,3,2,1,2
PLD,PLD3,Parkers Landing SFD,Parkers Landing SFD (PLD3),Greenville/Spartanburg,1012,34.802831,-82.175333,Lakeway Place,Simpsonville,SC,45,29681,41,Greenville/Spartanburg,Greenville,45,24860,Greenville-Anderson SC,Greenville-Spartanburg-Anderson SC MSA,001475,Springfield,Y,3980,4480,472900.00,487900.00,4,5,4,1,2
TT,TT,Two Rivers,Two Rivers (TT),Maryland,1001,39.0246,-76.7273,2894 Broad Wing Drive,Odenton,MD,24,21113,25,Maryland,Anne Arundel,3,12580,Baltimore-Columbia-Towson MD,Washington-Baltimore DC-MD-VA-WV CMSA,A36,Breckenridge BSMT,Y,3384,6676,695490.00,704490.00,4,4,3,1,2
MIX,MIX3,Mixson Phase 8 SFD,Mixson Phase 8 SFD (MIX3),Charleston,1008,32.8750827,-79.9935297,1663 Indy Drive,North Charleston,SC,45,29405,31,Charleston,Charleston,19,16700,Charleston-North Charleston SC,Charleston-North Charleston SC MSA,U14,Buist SLAB,Y,1678,1700,334900.00,353900.00,NULL,NULL,NULL,NULL,NULL
MSP,MSP3,The Meadows at Summer Pines SFD,The Meadows at Summer Pines SFD (MSP3),Columbia,1010,34.156478,-80.967833,1013 Heart Pine Drive,Blythewood,SC,45,29016,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001491,Rembert,Y,3175,3190,266900.00,276900.00,4,4,2,1,2
TO,TO,Twelve Oaks,Twelve Oaks (TO),Raleigh,1004,35.6782,-78.8709,104 Sage Oak Lane,Holly Springs,NC,37,27540,22,Raleigh/Durham,Wake,183,39580,Raleigh-Cary NC,Raleigh-Durham-Chapel Hill NC MSA,001586,Edison SLAB,Y,2641,3639,516990.00,526990.00,4,3,2,1,2
BFS,BFS3,Burnside Farms SFD,Burnside Farms SFD (BFS3),Columbia,1010,33.952038,-80.931322,117 Hay Meadow Lane,Columbia,SC,45,29209,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001431,Brantley,Y,2829,2876,259900.00,269900.00,4,3,2,1,2
KRD,KRD3,Kelsney Ridge SFD,Kelsney Ridge SFD (KRD3),Columbia,1010,34.144558,-80.802329,Kelsney Ridge Drive,Elgin,SC,45,29045,53,Columbia,Kershaw,55,17900,Columbia SC,NULL,001471,Winchester,Y,2893,3569,322900.00,342900.00,4,4,3,0,2
CV,CV,Cresset Overlook,Cresset Overlook (CV),Raleigh,1004,35.9740288,-78.9760817,3601 Cedarbird Way,Durham,NC,37,27707,35,Raleigh/Durham,Durham,63,20500,Durham-Chapel Hill NC,Raleigh-Durham-Chapel Hill NC MSA,R25,Sawyer II,Y,2461,3479,500990.00,503990.00,4,3,2,1,2
TWD,TWD3,Timberwood SFD,Timberwood SFD (TWD3),Charlotte,1011,34.988974,-81.043826,3248 Homestead Road,Rock Hill,SC,45,29732,50,Charlotte,York,91,16740,Charlotte-Concord-Gastonia NC-SC,Charlotte-Gastonia-Rock Hill NC-SC MSA,001458,Wendover,Y,2019,2019,329500.00,337500.00,4,3,2,0,2
RYS,RYS3,Rocky Springs SFD,Rocky Springs SFD (RYS3),Columbia,1010,33.995136,-81.340495,309 Prismatic Way,Lexington,SC,45,29072,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001437,Quinby,Y,1834,1846,244900.00,251900.00,4,3,2,0,2
WSA,WS,Westside at Shady Grove Metro TH,Westside at Shady Grove Metro TH (WS),Maryland,1001,39.1253,-77.1667,16164 Columbus Avenue,Rockville,MD,24,20855,14,Maryland,Montgomery,31,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001272,Vera,Y,2481,2514,696990.00,701990.00,2,3,3,1,2
HCX,HCX3,Hitchcock Crossing SFD,Hitchcock Crossing SFD (HCX3),Aiken/Augusta,1013,33.54691,-81.783014,6058 Hightop Lane,Aiken,SC,45,29801,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001491,Rembert,Y,3175,3190,298900.00,306900.00,4,4,2,1,2
STP,STP1,Stony Point Commons TH,Stony Point Commons TH (STP1),Richmond,1006,37.540469,-77.567765,9230 Forest Hill Ave.,Richmond,VA,51,23235,54,Richmond,City of Richmond,760,40060,Richmond VA,Richmond-Petersburg VA MSA,266,Balfour,Y,2174,2205,339990.00,342490.00,2,3,2,1,1
CRD,CRD3,Clairbourne Ridge SFD,Clairbourne Ridge SFD (CRD3),Aiken/Augusta,1013,33.5237447,-81.8765853,6078 Whirlaway Road,Graniteville,SC,45,29829,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001427,Hazelwood SLAB,Y,2025,2025,250900.00,258900.00,4,4,3,NULL,2
BST,BP,Cornerstone Townes TH,Cornerstone Townes TH (BP),Raleigh,1004,35.773990,-78.872688,6736 Lewey Drive,Cary,NC,37,27519,22,Raleigh/Durham,Wake,183,39580,Raleigh-Cary NC,Raleigh-Durham-Chapel Hill NC MSA,B60,Louisa SLAB,Y,2201,2631,423990.00,427990.00,2,3,2,1,2
MVN,MVN3,Mount Vintage SFD,Mount Vintage SFD (MVN3),Aiken/Augusta,1013,33.678327,-81.966967,235 Mt. Vintage Plantation Drive,North Augusta,SC,45,29860,38,Aiken/North Augusta,Edgefield,37,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001471,Winchester,Y,2893,3569,383900.00,405400.00,4,4,3,0,2
LEV,LE,Tuscarora Village TH,Tuscarora Village TH (LE),Northern Virginia,1000,39.095541,-77.534782,307 Petite Sirah Terrace SE,Leesburg,VA,51,20175,3,Northern Virginia,Loudoun,107,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,D05,Jenkins SLAB,Y,1943,2326,549990.00,557990.00,2,3,2,1,2
15,15,Southern Region Customs,Southern Region Customs (15),Charlottesville,1003,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,750,Colton,Y,4236,7560,485200.00,485200.00,NULL,NULL,NULL,NULL,NULL
SPH,SPV,Spring Hill Village Villas,Spring Hill Village Villas (SPV),Charlottesville,1003,37.9871831,-78.5074706,4200 Dauphin Drive,Charlottesville,VA,51,22902,18,Charlottesville,Albemarle,3,16820,Charlottesville VA,Charlottesville VA MSA,E40,Gaines,Y,1772,2983,422900.00,431700.00,6,3,2,1,2
SCK,SCK3,Sage Creek SFD,Sage Creek SFD (SCK3),Aiken/Augusta,1013,33.593076,-81.824541,1182 Sapphire Drive,Graniteville,SC,45,29829,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001435,Shiloh,Y,3596,3596,292900.00,299900.00,4,4,3,0,2
TLO,TL,Tall Oaks Flats,Tall Oaks Flats (TL),Northern Virginia,1000,38.959184,-77.332334,1610 Bandit Loop,Reston,VA,51,20190,2,Northern Virginia,Fairfax,59,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001235,Baron,Y,1297,0,540990.00,540990.00,1,2,2,0,NULL
VST,VST3,Vancouver Station at Trolley Run SFD,Vancouver Station at Trolley Run SFD (VST3),Aiken/Augusta,1013,33.582816,-81.77637,507 Burnaby Court,Aiken,SC,45,29801,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001428,Fairview,Y,2170,2170,243900.00,259900.00,4,4,2,1,2
STP,STP1,Stony Point Commons TH,Stony Point Commons TH (STP1),Richmond,1006,37.540469,-77.567765,9230 Forest Hill Ave.,Richmond,VA,51,23235,54,Richmond,City of Richmond,760,40060,Richmond VA,Richmond-Petersburg VA MSA,001240,Amara SLAB,Y,1470,1470,296990.00,300790.00,2,3,2,1,1
23,23S,Edgewater 50,Edgewater 50 (23S),Atlanta,1007,34.1673,-84.4314,506 Edgewater Drive,Holly Springs,GA,13,30115,28,Atlanta,Cherokee,57,12060,Atlanta-Sandy Springs-Alpharetta GA,Atlanta GA MSA,980,Davis BSMT,Y,2370,4487,357400.00,407625.00,4,3,2,1,2
SCK,SCK3,Sage Creek SFD,Sage Creek SFD (SCK3),Aiken/Augusta,1013,33.593076,-81.824541,1182 Sapphire Drive,Graniteville,SC,45,29829,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001419,Granger,Y,2250,2746,235900.00,243900.00,4,3,2,1,2
